chiffre	pix1	pix2	pix3	pix4	pix5	pix6	pix7	pix8	pix9	pix10	pix11	pix12	pix13	pix14	pix15	pix16	pix17	pix18	pix19	pix20	pix21	pix22	pix23	pix24	pix25	pix26	pix27	pix28	pix29	pix30	pix31	pix32	pix33	pix34	pix35	pix36	pix37	pix38	pix39	pix40	pix41	pix42	pix43	pix44	pix45	pix46	pix47	pix48	pix49	pix50	pix51	pix52	pix53	pix54	pix55	pix56	pix57	pix58	pix59	pix60	pix61	pix62	pix63	pix64
C4	0	0	0	13	4	0	0	0	0	0	4	16	9	9	0	0	0	0	12	8	10	9	0	0	0	7	15	4	15	8	1	0	0	11	16	16	16	16	10	0	0	1	4	10	12	0	0	0	0	0	0	12	8	0	0	0	0	0	0	12	5	0	0	0
C4	0	0	11	15	2	0	0	0	0	1	16	16	1	0	0	0	0	6	16	13	6	8	2	0	0	10	16	16	16	16	8	0	0	1	5	10	16	15	0	0	0	0	0	8	15	3	0	0	0	0	2	16	9	0	0	0	0	0	10	16	3	0	0	0
C4	0	0	0	0	13	5	0	0	0	0	0	8	15	2	2	0	0	0	9	15	5	13	7	0	0	5	16	6	2	16	4	0	0	11	16	15	11	16	3	0	0	3	12	13	15	15	8	0	0	0	0	0	12	9	0	0	0	0	0	0	10	9	0	0
C4	0	0	0	14	8	0	0	0	0	0	3	16	3	0	0	0	0	0	12	9	9	7	0	0	0	6	15	1	14	11	6	0	0	13	14	8	16	16	7	0	0	8	16	16	16	3	0	0	0	0	1	11	14	0	0	0	0	0	0	14	14	0	0	0
C5	0	0	4	12	16	16	11	2	0	0	15	13	8	11	8	1	0	2	15	13	16	8	0	0	0	6	16	13	13	16	2	0	0	7	11	2	2	16	6	0	0	0	0	0	5	15	2	0	0	0	9	6	13	10	0	0	0	0	7	14	13	1	0	0
C5	0	0	12	16	16	7	0	0	0	3	16	10	2	2	0	0	0	4	16	5	0	0	0	0	0	3	16	12	12	9	1	0	0	1	15	16	12	15	9	0	0	0	0	0	3	14	11	0	0	0	3	9	16	16	7	0	0	0	10	12	12	4	0	0
C5	0	0	9	16	16	16	10	0	0	4	16	14	8	11	11	0	0	11	16	7	0	0	0	0	0	5	15	16	6	0	0	0	0	0	1	14	15	0	0	0	0	0	0	8	16	0	0	0	0	0	9	13	14	0	0	0	0	0	12	16	7	0	0	0
C5	0	1	14	13	12	8	5	0	0	4	16	11	12	15	7	0	0	8	16	16	13	1	0	0	0	3	9	7	15	7	0	0	0	0	0	0	8	9	0	0	0	0	2	0	6	12	0	0	0	0	16	8	12	11	0	0	0	0	12	14	12	4	0	0
C5	0	0	9	8	12	13	1	0	0	3	15	8	5	4	0	0	0	6	9	2	6	2	0	0	0	6	16	14	9	13	4	0	0	2	7	0	0	7	8	0	0	0	0	0	0	7	10	0	0	0	8	5	6	14	3	0	0	0	10	14	15	5	0	0
C5	0	0	10	16	16	14	0	0	0	4	16	14	10	8	0	0	0	13	16	8	1	0	0	0	0	12	16	16	13	2	0	0	0	3	8	9	16	5	0	0	0	0	0	3	16	6	0	0	0	0	5	12	15	2	0	0	0	0	12	15	5	0	0	0
C5	0	6	13	5	8	8	1	0	0	8	16	16	16	16	6	0	0	6	16	9	6	4	0	0	0	6	16	16	15	5	0	0	0	0	4	5	15	12	0	0	0	0	0	3	16	9	0	0	0	1	8	13	15	3	0	0	0	4	16	15	3	0	0	0
C5	0	0	8	16	16	16	7	0	0	0	16	12	8	8	4	0	0	2	16	6	0	0	0	0	0	7	16	16	16	8	0	0	0	2	12	9	9	16	3	0	0	0	0	0	1	16	3	0	0	0	8	11	12	16	2	0	0	0	10	16	14	6	0	0
C5	0	2	11	10	12	13	7	0	0	7	16	13	11	12	5	0	0	4	16	4	4	1	0	0	0	4	16	16	16	16	5	0	0	0	2	2	1	13	8	0	0	0	0	0	0	14	6	0	0	0	9	5	13	14	0	0	0	0	15	12	9	2	0	0
C5	0	1	13	11	11	13	5	0	0	8	16	9	8	8	1	0	0	4	16	0	0	0	0	0	0	4	16	16	14	6	0	0	0	2	11	8	9	16	4	0	0	0	0	0	0	12	8	0	0	0	1	5	8	15	6	0	0	2	14	12	12	6	0	0
C5	0	3	13	15	16	6	0	0	0	15	16	13	9	16	5	0	0	11	16	2	0	4	3	0	0	2	15	9	0	0	0	0	0	0	7	16	1	0	0	0	0	0	3	15	5	0	0	0	0	0	6	16	5	0	0	0	0	4	16	10	0	0	0	0
C5	0	0	3	11	14	16	4	0	0	9	16	16	16	9	3	0	0	15	14	6	2	0	0	0	0	10	16	5	0	0	0	0	0	3	13	15	5	0	0	0	0	0	1	10	15	6	0	0	0	0	0	7	15	15	0	0	0	0	2	15	16	15	0	0
C5	0	0	11	12	12	14	4	0	0	0	16	8	4	4	5	0	0	2	16	8	4	0	0	0	0	5	16	15	15	9	0	0	0	1	4	1	4	16	3	0	0	0	0	0	0	14	7	0	0	3	7	6	9	16	2	0	0	2	11	12	13	7	0	0
C5	0	0	15	2	0	0	0	0	0	5	16	15	11	5	0	0	0	7	16	15	12	13	4	0	0	1	15	7	0	0	0	0	0	0	5	16	5	0	0	0	0	0	0	10	14	0	0	0	0	0	1	12	15	0	0	0	0	0	11	16	6	0	0	0
C5	0	0	7	12	16	9	0	0	0	4	16	6	7	3	0	0	0	4	16	2	8	3	0	0	0	7	16	15	13	16	3	0	0	5	11	1	1	16	8	0	0	0	0	0	7	16	0	0	0	0	0	10	16	6	0	0	0	0	10	11	4	0	0	0
C5	0	1	9	12	13	11	0	0	0	3	15	4	3	3	0	0	0	5	12	7	6	0	0	0	0	5	16	14	13	7	0	0	0	1	8	0	2	12	0	0	0	0	0	0	2	14	0	0	0	0	6	2	10	6	0	0	0	0	11	16	13	1	0	0
C5	0	0	3	8	11	13	14	0	0	2	13	16	13	13	13	0	0	1	16	0	0	0	0	0	0	3	16	11	10	1	0	0	0	3	16	14	14	10	0	0	0	0	8	3	9	11	0	0	0	0	7	15	14	11	0	0	0	0	2	12	13	2	0	0
C5	0	0	5	9	13	13	0	0	0	0	11	16	9	4	0	0	0	0	7	12	0	0	0	0	0	0	10	15	12	12	2	0	0	0	3	12	8	14	7	0	0	0	0	0	0	13	4	0	0	0	1	9	14	12	1	0	0	0	3	16	10	1	0	0
C5	0	0	13	16	15	13	4	0	0	0	11	14	4	2	1	0	0	0	6	12	15	7	0	0	0	0	0	0	1	11	2	0	0	0	0	0	0	5	7	0	0	1	3	0	0	5	8	0	0	7	9	2	4	13	4	0	0	1	10	14	14	7	0	0
C5	0	0	4	10	15	4	0	0	0	0	8	13	6	1	0	0	0	1	15	14	10	1	0	0	0	0	11	8	10	12	1	0	0	0	0	0	0	10	6	0	0	0	0	0	0	2	14	0	0	0	6	7	3	3	15	2	0	0	4	13	16	16	15	1
C5	0	1	12	15	16	9	0	0	0	2	16	16	12	9	0	0	0	6	14	1	0	0	0	0	0	7	15	5	1	0	0	0	0	7	16	16	12	0	0	0	0	0	4	4	15	4	0	0	0	0	8	5	16	6	0	0	0	0	13	16	12	1	0	0
C6	0	0	4	15	0	0	0	0	0	0	11	9	0	0	0	0	0	0	16	3	0	0	0	0	0	3	16	4	7	0	0	0	0	3	16	16	14	11	1	0	0	3	16	9	0	8	10	0	0	0	14	9	0	2	16	0	0	0	3	14	16	16	10	1
C6	0	0	5	13	1	0	0	0	0	0	12	13	1	0	0	0	0	0	16	3	0	0	0	0	0	3	16	0	0	0	0	0	0	3	16	16	14	9	0	0	0	2	16	8	3	8	9	0	0	0	14	2	0	3	16	1	0	0	6	15	16	14	5	0
C6	0	0	0	7	14	6	0	0	0	0	11	16	9	2	0	0	0	4	15	10	0	0	0	0	0	9	12	0	3	1	0	0	0	7	13	2	16	12	2	0	0	3	16	2	2	13	9	0	0	0	11	13	6	15	10	0	0	0	0	8	16	13	1	0
C6	0	0	1	13	3	0	0	0	0	0	11	13	0	0	0	0	0	0	14	5	0	0	0	0	0	0	16	0	0	0	0	0	0	2	16	16	16	15	4	0	0	1	16	10	4	8	13	0	0	0	10	13	1	5	14	0	0	0	0	13	16	16	8	0
C6	0	0	0	10	12	0	0	0	0	0	4	16	7	1	0	0	0	0	11	8	0	0	0	0	0	0	12	5	0	0	0	0	0	0	14	2	3	4	1	0	0	0	11	10	16	13	13	0	0	0	7	16	7	0	11	5	0	0	0	8	15	16	13	1
C6	0	0	0	11	14	2	0	0	0	0	9	16	12	6	0	0	0	2	15	8	0	0	0	0	0	0	16	4	3	1	0	0	0	0	16	14	16	15	3	0	0	0	13	14	2	4	14	1	0	0	7	14	5	8	16	4	0	0	1	9	15	14	7	0
C6	0	0	2	13	7	0	0	0	0	0	12	14	4	0	0	0	0	0	15	3	0	0	0	0	0	6	14	2	6	0	0	0	0	7	16	16	16	13	1	0	0	4	16	8	1	12	10	0	0	1	12	9	4	9	15	0	0	0	2	11	16	15	4	0
C6	0	0	2	9	16	6	0	0	0	1	15	16	11	5	0	0	0	2	16	7	0	0	0	0	0	5	16	0	3	0	0	0	0	4	16	16	16	14	3	0	0	2	16	6	1	10	10	0	0	0	10	12	8	15	10	0	0	0	1	11	16	12	4	0
C6	0	0	1	14	4	0	0	0	0	0	6	15	2	0	0	0	0	0	12	8	0	0	0	0	0	0	12	4	0	0	0	0	0	2	16	13	12	9	0	0	0	5	16	11	8	15	10	0	0	0	13	9	4	9	11	0	0	0	3	11	14	13	4	0
C6	0	0	11	3	0	0	0	0	0	2	16	4	0	0	0	0	0	4	15	0	0	0	0	0	0	4	14	6	12	11	1	0	0	7	16	16	15	14	8	0	0	4	16	15	3	9	11	0	0	1	16	16	16	16	6	0	0	0	7	14	13	5	0	0
C6	0	0	0	8	15	1	0	0	0	0	2	16	7	0	0	0	0	0	7	15	1	0	0	0	0	0	10	11	0	0	0	0	0	0	14	16	16	13	2	0	0	0	15	16	5	6	14	1	0	0	9	12	2	4	14	5	0	0	0	8	15	16	13	4
C6	0	0	4	14	4	0	0	0	0	0	13	12	2	0	0	0	0	0	16	2	0	0	0	0	0	1	16	16	16	9	0	0	0	2	16	5	0	8	9	0	0	0	14	4	0	1	14	0	0	0	10	9	4	12	13	0	0	0	4	15	15	9	2	0
C6	0	0	7	16	6	0	0	0	0	0	16	13	1	0	0	0	0	2	16	3	0	0	0	0	0	3	16	4	4	2	0	0	0	5	16	16	16	15	4	0	0	4	16	6	4	7	16	1	0	0	16	8	4	12	15	2	0	0	6	16	16	14	6	0
C6	0	0	4	14	1	0	0	0	0	0	12	10	0	0	0	0	0	0	15	5	0	0	0	0	0	3	16	2	8	2	0	0	0	4	16	16	13	15	2	0	0	4	16	12	0	8	9	0	0	1	13	13	8	14	8	0	0	0	3	12	12	8	0	0
C6	0	0	0	7	13	4	0	0	0	0	8	15	7	2	0	0	0	2	15	5	0	0	0	0	0	5	15	0	0	0	0	0	0	5	16	16	15	12	4	0	0	2	15	11	4	10	12	0	0	0	7	13	5	12	13	0	0	0	1	8	13	12	3	0
C6	0	0	0	10	13	0	0	0	0	0	1	16	11	2	0	0	0	0	8	16	0	0	0	0	0	0	13	12	0	0	0	0	0	0	14	16	14	9	0	0	0	0	12	15	5	9	13	0	0	0	3	16	4	6	16	2	0	0	0	8	13	14	9	0
C6	0	0	0	5	10	0	0	0	0	0	1	14	12	0	0	0	0	0	4	16	5	0	0	0	0	0	9	16	2	0	0	0	0	0	11	10	0	0	0	0	0	0	11	16	13	12	5	0	0	0	6	16	16	16	16	2	0	0	0	3	12	15	11	3
C6	0	0	0	13	3	0	0	0	0	0	7	15	3	0	0	0	0	0	15	8	0	0	0	0	0	2	16	1	0	0	0	0	0	3	14	1	4	4	0	0	0	2	16	15	16	16	9	0	0	0	11	16	12	16	15	2	0	0	1	10	15	13	10	0
C6	0	0	1	12	14	3	0	0	0	0	10	15	7	0	0	0	0	0	13	8	0	0	0	0	0	0	15	16	11	5	0	0	0	0	14	13	9	14	7	0	0	0	14	6	0	3	14	0	0	0	10	11	4	7	16	1	0	0	1	11	15	14	7	1
C7	0	0	9	12	13	15	16	3	0	1	14	13	12	16	14	1	0	0	0	0	6	15	3	0	0	0	5	13	16	16	10	0	0	1	16	16	15	12	3	0	0	0	5	16	7	0	0	0	0	0	7	16	0	0	0	0	0	0	11	14	0	0	0	0
C7	0	4	16	13	6	0	0	0	0	1	9	15	16	8	0	0	0	0	0	1	12	16	3	0	0	0	0	1	15	13	1	0	0	0	11	13	16	14	5	0	0	3	16	16	16	14	5	0	0	1	14	13	1	0	0	0	0	3	16	7	0	0	0	0
C7	0	0	10	16	16	16	2	0	0	0	7	8	10	16	0	0	0	0	0	0	10	14	5	0	0	0	8	15	16	16	8	0	0	0	14	16	11	0	0	0	0	0	3	16	2	0	0	0	0	0	10	10	0	0	0	0	0	0	12	3	0	0	0	0
C7	0	0	1	11	16	16	13	0	0	0	3	7	4	9	13	0	0	0	0	0	0	10	6	0	0	0	2	4	8	15	6	0	0	0	9	13	15	14	5	0	0	0	1	2	15	0	0	0	0	0	0	12	9	0	0	0	0	0	2	15	3	0	0	0
C7	0	0	6	14	13	1	0	0	0	2	15	15	16	7	0	0	0	1	5	4	16	6	0	0	0	0	0	7	16	10	3	0	0	1	9	16	16	16	10	0	0	1	15	16	13	8	1	0	0	0	2	16	8	0	0	0	0	0	8	13	0	0	0	0
C7	0	0	4	13	7	4	4	0	0	0	12	12	13	16	6	0	0	0	11	0	6	13	0	0	0	0	4	4	13	5	0	0	0	0	16	16	16	16	4	0	0	0	0	12	10	10	1	0	0	0	2	14	2	0	0	0	0	0	6	10	0	0	0	0
C7	0	0	5	12	15	15	5	0	0	0	8	7	4	13	7	0	0	0	0	0	2	16	1	0	0	0	2	4	12	10	0	0	0	7	16	14	16	12	2	0	0	2	0	11	7	0	0	0	0	0	3	14	1	0	0	0	0	0	8	7	0	0	0	0
C7	0	0	2	11	12	12	15	8	0	0	5	12	12	13	15	2	0	0	0	0	0	7	10	0	0	0	0	4	12	16	8	0	0	0	1	16	16	12	3	0	0	0	0	4	13	1	0	0	0	0	1	12	6	0	0	0	0	0	2	14	1	0	0	0
C7	0	1	13	16	16	12	0	0	0	3	12	6	11	14	0	0	0	0	0	0	9	12	0	0	0	1	9	15	16	16	9	0	0	2	12	15	14	5	5	0	0	0	5	15	1	0	0	0	0	0	11	9	0	0	0	0	0	0	15	3	0	0	0	0
C7	0	0	10	16	16	16	16	6	0	0	4	9	8	11	15	2	0	0	0	0	1	14	6	0	0	0	0	4	8	15	6	0	0	0	8	16	16	11	5	0	0	0	3	14	11	0	0	0	0	0	4	16	1	0	0	0	0	0	12	6	0	0	0	0
C7	0	1	8	16	15	0	0	0	0	4	13	5	16	0	0	0	0	0	0	0	16	0	0	0	0	0	1	7	14	6	2	0	0	0	12	16	14	13	8	0	0	0	8	16	4	0	0	0	0	0	5	15	0	0	0	0	0	0	14	8	0	0	0	0
C7	0	0	2	11	16	15	5	0	0	0	13	14	11	16	6	0	0	0	2	0	1	15	1	0	0	0	0	2	10	11	0	0	0	0	5	16	16	16	6	0	0	0	4	12	15	9	2	0	0	0	1	14	9	0	0	0	0	0	3	15	4	0	0	0
C7	0	0	3	14	16	16	7	0	0	0	11	9	4	12	15	0	0	0	0	0	0	8	14	0	0	0	0	0	0	12	9	0	0	0	5	11	12	16	5	0	0	0	11	16	16	12	3	0	0	0	0	9	13	1	0	0	0	0	3	16	2	0	0	0
C7	0	0	0	6	11	14	3	0	0	0	9	13	8	15	12	0	0	0	0	0	0	10	11	0	0	0	0	0	0	13	9	0	0	0	4	11	13	16	4	0	0	0	3	8	14	12	0	0	0	0	0	3	16	3	0	0	0	0	0	9	14	0	0	0
C8	0	0	6	12	13	7	0	0	0	0	16	10	16	12	0	0	0	0	13	7	16	9	0	0	0	0	1	15	13	0	0	0	0	0	2	16	13	0	0	0	0	0	10	7	10	2	0	0	0	0	13	4	13	3	0	0	0	0	7	15	9	0	0	0
C8	0	0	2	8	7	0	0	0	0	0	6	15	16	2	0	0	0	6	15	11	16	4	0	0	0	5	16	10	16	1	0	0	0	2	15	16	13	0	0	0	0	0	2	16	12	9	3	0	0	0	4	14	0	12	14	1	0	0	1	12	10	7	0	0
C8	0	0	6	14	12	6	0	0	0	3	16	11	10	15	5	0	0	6	16	4	3	16	4	0	0	0	9	16	16	12	0	0	0	0	2	15	7	15	6	0	0	0	8	6	0	14	8	0	0	0	13	10	13	13	1	0	0	0	5	12	9	1	0	0
C8	0	0	1	13	15	3	0	0	0	6	16	16	16	9	0	0	0	9	15	16	16	6	0	0	0	3	16	16	10	0	0	0	0	0	12	16	11	0	0	0	0	0	14	6	10	15	2	0	0	0	11	12	6	16	13	0	0	0	1	10	15	13	5	0
C8	0	0	4	14	11	1	0	0	0	0	9	8	10	9	0	0	0	0	7	0	14	4	0	0	0	0	9	11	14	1	0	0	0	0	1	15	8	0	0	0	0	0	3	13	12	5	0	0	0	0	8	8	4	14	0	0	0	0	3	15	16	13	0	0
C8	0	0	1	10	16	15	5	0	0	0	12	12	9	9	10	0	0	4	16	1	0	7	7	0	0	4	14	13	8	11	0	0	0	0	1	6	16	14	1	0	0	0	0	8	11	14	5	0	0	0	0	12	8	15	2	0	0	0	0	10	15	5	0	0
C8	0	0	1	9	15	10	1	0	0	0	2	12	8	12	4	0	0	0	0	11	1	11	3	0	0	0	0	8	8	15	4	0	0	2	15	16	16	7	0	0	0	2	15	5	11	0	0	0	0	0	14	4	12	0	0	0	0	0	3	14	9	0	0	0
C8	0	0	2	12	16	3	0	0	0	3	16	6	8	8	0	0	0	5	14	11	15	2	0	0	0	0	0	10	11	0	0	0	0	0	1	16	14	2	0	0	0	0	8	12	6	9	0	0	0	0	10	6	6	16	1	0	0	0	3	14	13	8	0	0
C8	0	0	6	14	16	10	0	0	0	0	13	13	10	15	0	0	0	0	5	15	11	14	0	0	0	0	0	10	16	7	0	0	0	0	0	14	16	1	0	0	0	0	8	15	15	2	0	0	0	0	12	14	16	1	0	0	0	0	10	16	11	0	0	0
C8	0	0	8	14	14	9	0	0	0	1	16	9	14	15	9	0	0	2	16	6	9	15	6	0	0	0	8	16	16	4	0	0	0	0	10	12	13	12	0	0	0	1	15	2	1	16	6	0	0	2	14	4	6	16	4	0	0	0	10	16	16	10	1	0
C8	0	1	10	16	15	0	0	0	0	7	15	5	8	0	0	0	0	10	12	0	0	0	0	0	0	4	16	4	2	9	5	0	0	0	10	15	15	15	8	0	0	0	12	16	13	1	0	0	0	3	16	13	16	1	0	0	0	0	12	16	14	1	0	0
C8	0	0	2	11	15	5	0	0	0	0	12	8	9	9	0	0	0	0	12	5	9	7	0	0	0	0	9	15	10	0	0	0	0	0	6	15	11	1	0	0	0	8	13	2	11	11	0	0	0	7	13	7	0	13	3	0	0	0	2	11	15	13	2	0
C8	0	0	6	15	15	11	5	0	0	0	14	8	12	15	13	0	0	2	16	3	0	11	12	0	0	0	13	16	15	13	1	0	0	0	6	16	16	7	0	0	0	0	13	5	11	12	0	0	0	0	13	11	9	16	2	0	0	0	6	14	15	7	0	0
C8	0	0	2	13	9	1	0	0	0	1	13	7	15	5	0	0	1	15	9	0	15	2	0	0	0	6	13	7	13	0	0	0	0	0	5	16	8	0	0	0	0	0	1	15	14	2	0	0	0	0	4	12	6	11	0	0	0	0	0	11	16	8	0	0
C8	0	0	2	11	16	12	2	0	0	0	11	7	4	7	8	0	0	5	14	4	0	8	4	0	0	2	15	9	6	11	0	0	0	0	3	16	11	0	0	0	0	0	9	13	11	0	0	0	0	0	12	10	16	1	0	0	0	0	2	12	16	3	0	0
C8	0	0	9	14	16	16	5	0	0	0	6	16	7	11	10	0	0	0	0	15	7	9	9	0	0	0	0	12	15	15	3	0	0	0	7	16	16	6	0	0	0	3	14	2	16	2	0	0	0	5	15	5	16	4	0	0	0	1	11	16	12	0	0	0
C9	0	0	7	16	15	3	0	0	0	0	14	16	16	13	0	0	0	0	9	16	16	16	3	0	0	0	0	6	9	16	9	0	0	0	0	0	0	16	11	0	0	0	0	0	6	16	8	0	0	0	0	4	14	16	2	0	0	0	8	16	15	7	0	0
C9	0	0	2	11	11	2	0	0	0	0	11	16	16	5	0	0	0	0	10	16	16	5	0	0	0	0	2	11	14	9	0	0	0	0	0	0	8	12	0	0	0	0	0	0	8	16	0	0	0	0	0	8	15	10	0	0	0	0	1	14	14	3	0	0
C9	0	0	4	13	10	3	0	0	0	0	16	15	13	13	0	0	0	1	16	9	8	15	0	0	0	2	16	15	15	16	1	0	0	0	7	12	12	16	6	0	0	0	0	0	0	14	10	0	0	0	3	2	1	14	11	0	0	0	5	13	14	12	2	0
C9	0	0	11	14	5	0	0	0	0	5	13	4	16	6	0	0	0	3	14	11	15	8	0	0	0	0	2	6	6	13	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0	5	10	0	0	1	4	0	0	7	12	0	0	1	9	15	16	15	4	0
C9	0	0	10	16	9	1	0	0	0	7	16	9	14	11	0	0	0	8	14	1	7	14	2	0	0	2	14	14	14	15	3	0	0	0	2	4	4	16	4	0	0	0	3	0	0	13	9	0	0	2	15	8	8	14	8	0	0	0	8	15	13	10	0	0
C9	0	0	2	10	16	13	1	0	0	8	16	15	5	12	6	0	0	10	16	10	0	7	10	0	0	12	16	12	10	16	8	0	0	3	12	16	16	12	0	0	0	0	0	5	16	4	0	0	0	0	0	7	15	0	0	0	0	0	0	11	11	0	0	0
C9	0	0	0	8	14	15	2	0	0	0	9	12	4	13	7	0	0	0	14	13	8	14	3	0	0	0	3	16	16	16	2	0	0	0	0	0	0	15	0	0	0	0	3	0	1	16	1	0	0	0	14	13	9	14	0	0	0	0	2	10	12	4	0	0
C9	0	0	5	15	14	3	0	0	0	2	14	7	4	13	0	0	0	2	15	5	5	16	1	0	0	0	7	15	16	16	3	0	0	0	0	1	3	7	10	0	0	0	0	0	0	2	14	0	0	0	8	9	4	2	16	1	0	0	4	11	13	16	11	0
C9	0	0	4	8	13	6	0	0	0	5	16	11	9	12	1	0	0	7	13	0	12	16	4	0	0	6	14	9	15	12	3	0	0	0	8	11	10	14	0	0	0	0	0	0	16	6	0	0	0	0	0	8	12	0	0	0	0	0	6	10	0	0	0	0
C9	0	0	11	15	13	1	0	0	0	5	15	9	15	12	0	0	0	8	12	0	12	16	0	0	0	5	16	9	15	16	0	0	0	0	4	10	13	16	2	0	0	0	0	0	1	16	6	0	0	0	1	5	8	16	7	0	0	0	12	12	10	7	1	0
C9	0	1	10	15	9	0	0	0	0	5	16	8	16	7	0	0	0	5	14	0	12	9	0	0	0	1	12	13	16	16	2	0	0	0	1	9	12	14	7	0	0	0	0	0	0	4	13	0	0	0	14	12	8	11	16	0	0	0	7	16	16	16	9	0
C9	0	0	0	8	13	16	9	0	0	0	9	12	4	13	8	0	0	1	14	4	10	16	3	0	0	1	15	16	10	14	9	0	0	0	0	0	0	11	7	0	0	0	0	0	3	14	1	0	0	0	0	1	14	6	0	0	0	0	0	11	8	0	0	0
C9	0	2	14	16	16	7	0	0	0	6	15	5	6	13	0	0	0	4	15	0	9	16	6	0	0	2	13	16	16	15	9	0	0	0	1	4	2	15	8	0	0	0	0	0	1	16	6	0	0	0	0	1	12	15	2	0	0	1	14	16	16	6	0	0
C9	0	0	0	9	15	13	2	0	0	0	10	12	4	11	8	0	0	3	15	3	6	15	6	0	0	5	16	14	12	15	7	0	0	0	0	0	0	14	5	0	0	0	0	0	9	12	0	0	0	0	0	8	12	0	0	0	0	0	0	12	5	0	0	0
C9	0	0	8	12	3	0	0	0	0	5	16	16	14	4	0	0	0	10	15	2	14	16	2	0	0	3	16	10	13	16	7	0	0	0	5	8	10	16	8	0	0	0	0	0	0	12	12	0	0	0	10	7	4	14	12	0	0	0	10	16	16	14	7	0
C9	0	0	2	10	16	13	0	0	0	3	16	8	2	16	1	0	0	8	13	0	2	16	6	0	0	6	16	12	16	16	7	0	0	0	2	4	8	12	1	0	0	0	0	1	15	3	0	0	0	0	0	9	10	0	0	0	0	0	1	16	3	0	0	0
C9	0	0	3	12	13	10	1	0	0	2	13	9	7	14	8	0	0	8	12	0	0	13	8	0	0	4	15	13	14	16	1	0	0	0	1	4	14	9	0	0	0	0	0	6	14	1	0	0	0	0	2	16	5	0	0	0	0	0	2	16	1	0	0	0
C9	0	0	7	15	15	8	3	0	0	3	14	3	0	13	8	0	0	6	10	1	6	14	8	0	0	0	8	12	6	8	8	0	0	0	0	0	0	8	6	0	0	0	0	0	0	12	3	0	0	0	0	0	7	13	0	0	0	0	7	15	14	2	0	0
C9	0	0	8	16	8	0	0	0	0	6	14	5	13	6	0	0	0	7	12	2	7	16	2	0	0	0	12	16	16	16	6	0	0	0	0	3	3	9	8	0	0	0	0	0	5	16	3	0	0	0	3	9	16	8	0	0	0	0	10	11	4	0	0	0
C9	0	0	10	15	7	0	0	0	0	4	16	13	11	11	0	0	0	10	16	12	15	16	4	0	0	3	12	12	14	16	4	0	0	0	0	0	10	16	4	0	0	0	0	0	9	16	4	0	0	0	4	4	15	15	0	0	0	1	12	15	12	3	0	0
C9	0	0	2	13	6	0	0	0	0	0	4	16	15	5	0	0	0	0	1	15	12	15	0	0	0	0	0	10	16	16	1	0	0	0	0	0	2	16	2	0	0	0	0	0	0	15	5	0	0	0	4	4	6	16	3	0	0	0	2	14	16	10	0	0
C9	0	0	0	8	13	10	5	0	0	0	8	16	11	14	15	0	0	0	9	16	16	14	11	0	0	0	3	10	16	16	7	0	0	0	0	0	2	16	4	0	0	0	0	0	4	16	2	0	0	0	0	1	11	11	0	0	0	0	0	14	15	2	0	0
C9	0	0	11	15	7	0	0	0	0	2	16	10	16	14	4	0	0	5	13	0	6	16	6	0	0	4	16	9	10	16	8	0	0	0	7	12	11	14	8	0	0	0	0	0	0	12	8	0	0	1	12	10	10	15	6	0	0	1	10	12	14	10	1	0
C9	0	0	7	16	16	4	0	0	0	5	16	7	8	13	1	0	0	10	13	0	6	16	7	0	0	5	16	12	15	16	9	0	0	0	5	8	3	11	12	0	0	0	0	0	0	9	12	0	0	0	1	4	0	13	12	0	0	0	9	16	16	13	3	0
